question,answer,book,chapter,paragraph
"Can you explain the properties of the Pushkara and Vilva fruits, and also if the Vimvi fruit and Ashva karna are galactagogic?","taste with a shade of the sweet, leases an astringent after-taste, is light of digestion, generates the Pittam, and subdues the Kapham; while in its ripe state it is sweet in taste, subdues the Vayu and Pittam, is sweet in digestion and coohng in its. ^O^ potency and proves curative in cases of haemoptysis. The Pushkara fruit is sweet, and is long retained in the stomach in ^n undigested state. It produces the Kapham and is tonic, and heavy of digestion (hard to digest). Raw and tender Vilva fruit subdues the Vayu and Kapham. It is keen, demulcent astringent, and appetising, has a pungent, bitter and astringent taste, and is heat-making in its potency, while in its ripe state it leaves a sweet after-taste. Further it is heavy of digestion, can be but incompletely digested, and is long retained in the stomach, causing it thus to distend and producing the emission of a fetid-smelling flatus. The Vimvi fruit, as well as that known as the Ashva karna, is galactagoguic.",Sushruta Samhitha,1,1025
What are those things that destroy the Pittam and Kapham in my body?,They destroy the Pittam and Kapham and prove,Sushruta Samhitha,1,1026
"Which fruits are beneficial for cases of thirst, burning sensation of the skin, fever, hgemoptysis, cough, asthma, and consumption, and act as constructive tonics while subduing Vayu and Pittam?","The fruits such as, the Tala, Narikela, Panasa and Maucba, etc. are sweet in taste and of digestion, and subdue the Vayu and Pittam. They are cooling in their potencies, and act as constructive tonics.",Sushruta Samhitha,1,1027
What are some properties and effects described in the Ayurvedic text regarding certain fruits and Bhallataka tree stems?,"shghtly bitter in taste, improves a rehsh for food, and is pleasant, aromatic and refreshing to the whole system. It subdues the Kapham and Pittam. The fruits such as the Vasiram, and the Shitapakyam, as well as the stems of Bhallataka trees, are hard to digest and are long retained in the stomach in an undigested condition. They tend to produce a state of dryness in the organism, derange the Vayu, are cooling in their potency, sweet of digestion, and prove curative in cases of heemoptysis. The fruits known as the Aii'avata and the",Sushruta Samhitha,1,1029
"What are the properties, uses, and effects of urine, Chitraka, Tilaparni, Varshabhu, Mulaka-Potika, and raw or immature Mulaka of larger species in Ayurveda?","urine, produce a state of dryness in the organism, are sharp and heat-making in their potency, and serv^e to derange the three fundamental humours ofthe body. The herbs called Chitraka and Tilaparni are light (of diges- tion), and subdue the Kapham and oedema. The herb known as the Varshabhu subdues the Vayu and Kapham. It proves beneficial in cases of oedema, abdominal dropsy and piles. The Mulaka-Potika has a pungent bitter taste. It is pleasant, appetising, light and throat-cleansing, tends to impart a greater relish to food, and subdues the action of all kinds of deranged humours. Raw or immature Mulaka of the larger species is heavy in digestion and long retained in the stomach in an undigested state. It is irritating and lends to produce a derangement of tlie three humours of the body, while boiled with oil or butter it acts as a denmlcent and subdues the ^'ayu, Pittam and Kapham.",Sushruta Samhitha,1,1033
"What are some conditions that can be attributed to Mulaka flowers, Rasona, Palandu, Kshira-Paldndu, Kalaya, Chuchchu, Jivanti, Vrikshadani, Phanji leaves, leaves of trees or plants belonging to the Kshira-Vriksa or to the Utpala group, Punarnava, Varuna, Tarkari, Uruvuka (white castor), Vatsadani, and Vilva etc. according to Susruta Samhita?","Mulaka flowers subdue Pittam and Kapham while their fruit subdues the Vayu and Kapham. Rasona is demulcent, heat-making, sharp, pungent, slimy, heavy and laxative, palatable taste and is tonic, spermatopoietic, improves voice, intellect*, complexion and adhesion of fractured bones, alleiviates heart-disease, indigestion, fever, Vivandha, Kukshi-Shula, Gulma, non-relish for food, cough, asthma, piles, Kushtha, dulness of appetite, swelling (Shopha), worms and diseases due to the Vayu and Kapham. Palandu is not excessively heat-making in its potency, has a pungent taste, is heavy, tonic and appetising, slightly generates the Pittam and Kapham, subdues the Vayu. The species known as the Kshira-Paldndu is demulcent, cooling in its potency, relishing, imparts steadiness to the fundamental principles of the body, is tonic, promotes the growth of flesh, improves the intellect and increases the Kapham, palatable, heav'', slimy and proves beneficial in cases of haemoptysis. Kalaya subdue Pittam and Kapham, generate Vayu, are heavy and sweet in digestion, leave an astringent after-taste in the mouth. The leaves of plants and trees known as the Chap. XLVI. SUTRASTHANAM subdue the Kapham, generate the Vayu and are astringent in their action and light of digestion. Of these, the Chuchchu is light of digestion, acts as a vermifuge, slimy, proves beneficial to ulcers, is sweet and astringent in taste and action, subdues the action of the three deranged humours (Tridosha). The Jivanti herb is beneficial to the eyes and subdues all kinds of deranged humours. The leaves of the Vrikshadani plant subdue the Vayu. Phanji leaves are slightly tonic. The leaves of trees or plants belonging to the Kshira-Vriksa or to the Utpala group are cooling in their potency, astringent in taste and action, prove beneficial in dysentery, (intestinal haemorrhage) and haemoptysis. The leaves of the Punarnava, Varuna, Tarkari, Uruvuka (white castor), Vatsadani, and Vilva etc., are heat-making in their potency, have a sweet and bitter taste, pacify the deranged Vayu.",Sushruta Samhitha,1,1038
"What Ayurvedic herbs are laxative, diuretic, sweet, alkaline, slightly generate Vayu and Kapha, cure hemoptysis, and have properties similar to Chilli or Palankya as mentioned in the Susruta Samhita?","The Ayurvedic herbs are Ashvavala, Chilli, Palankya, and Vastuka etc., as mentioned in the Susruta Samhita.",Sushruta Samhitha,1,1040
"What are some potherbs that are light and palatable, prove curative for various conditions such as haemoptysis, Kushtha, Meha, fever, dyspnoea, cough, create a relish for food, and have properties to subdue the deranged bodily humours?","The potherbs (leaves of edible plants) such as the Mandukaparni, Saptala, Siinishannaka, Suvarchala, Brahma-siivarch?lla, Pippali, Gudiichi, Gojihva, Kaka- machi; Prapunnada, Avalguja, Satina, Vrihati-phala, Kantak^rika-phala, Patola, Vartaku, Kararellaka, Katukika, Kevuka, Uruvuka, Parpataka, Kiratatikta, Karkotaka, Arishta, Koshataki, A'etra, Karira, Ataru- shaka, Arkapushpi, etc., are those.",Sushruta Samhitha,1,1042
"What are the described properties of deranged Kapham that give rise to dryness, lighten digestion, cool the system, enrage/agitate the bodily Vayu and Pittam, and belong to a category of potherbs?","deranged Kapham and give rise to a condition of dryness in the system. They are light of digestion, cooling in their potency, and tend to enrage or agitate the bodily Vayu and Pittam. The potherbs known as",Sushruta Samhitha,1,1044
Can you explain to me about the properties and effects of different herbs according to the description in the Susruta Samhita?,"bitter taste. The species Kurantika has an as|;ringent taste. The species called the Rajakshavak-Shakam, as well as the one called Sathi-Shakam, is astringent in its property, cooling in its potency, easily digestible and is not hostile to (does not enrage or aggravate), (subdues D.R.) the humours. The species known as the Harimanthajam is sweet in taste and diges- 5-20 THE SUSHRUTA SAMHITA. [ Chap. XLVi. tion but is difficult to digest. The species known as Knlayani (leaves of the Matara pulse; is purgative and sweet in taste. It produces a state of dryness in the organism and extremely generates the' Vayu. It tends t(i dislodge the deranged humours from their loca- tions in the upper part of the body Sramsanam). The Putikaranjas are heat-making in their potency and alleviate oedema and anasarca. They are pungent in digestion, easily digestible and subdue the Vayu and the Kapham. The leaves of the Tamvula are sharp, heat-making (in their potency; and bitter, astringent and pungent in taste. They tend to aggravate the Pittam, are aromatic, prove beneficial to the voice, and remove viscidness in the organism. They pacify the Kapham and Vayu in the system, are appetising, pun- gent in digestion and deodorant, and tend to remoAe the fetid smell in the mouth, cleanse it of all impurities and alleviate all itchinf^ sensations experienced inside its cavity. This ends the description of potherbs. The Flower Croup :âThe flowers of such trees as.the Kovidara, Shana, and Shalmali are sweet in taste and digestion and prove curative in cases oi haemoptysis The flowers of the Vrisha and Agastya have a bitter taste, are pungent in digestion and alleviate a wasting cough (Phthisis). The flowers of the Madhu-shigru and Karira are pungent in digestion.",Sushruta Samhitha,1,1048
"What properties do Vakulas, Xagam, Champakam, and Kinshukam have according to the Susruta Samhita, and what conditions do they treat?","Vakulas are sweet smelling and pleasant, permeating the whole system instantaneously. The Xagam is antitoxic and subdues Pittam and Kapham. Champakam is curative in cases of haemoptysis, both cooling and heat-making in its potency and subdues deranged Kapham. Kinshukam, like the Kurantakam, subdues Kapham and Pittam.",Sushruta Samhitha,1,1052
